image_name,source_video,original_frame_index,timestamp_sec,width,height
scan_record_20260607_163513_862.jpg,scan_record.avi,182,9.100,640,480
scan_record_20260607_163513_885.jpg,scan_record.avi,189,9.450,640,480
scan_record_20260607_163513_909.jpg,scan_record.avi,196,9.800,640,480
scan_record_20260607_163513_934.jpg,scan_record.avi,203,10.150,640,480
scan_record_20260607_163513_957.jpg,scan_record.avi,210,10.500,640,480
scan_record_20260607_163513_981.jpg,scan_record.avi,217,10.850,640,480
scan_record_20260607_163514_004.jpg,scan_record.avi,224,11.200,640,480
scan_record_20260607_163514_029.jpg,scan_record.avi,231,11.550,640,480
scan_record_20260607_163514_053.jpg,scan_record.avi,238,11.900,640,480
scan_record_20260607_163514_078.jpg,scan_record.avi,245,12.250,640,480
scan_record_20260607_163514_101.jpg,scan_record.avi,252,12.600,640,480
scan_record_20260607_163514_124.jpg,scan_record.avi,259,12.950,640,480
scan_record_20260607_163553_037.jpg,scan_record.avi,0,0.000,640,480
scan_record_20260607_163553_061.jpg,scan_record.avi,7,0.350,640,480
scan_record_20260607_163553_084.jpg,scan_record.avi,14,0.700,640,480
scan_record_20260607_163553_107.jpg,scan_record.avi,21,1.050,640,480
scan_record_20260607_163553_131.jpg,scan_record.avi,28,1.400,640,480
scan_record_20260607_163553_155.jpg,scan_record.avi,35,1.750,640,480
scan_record_20260607_163553_181.jpg,scan_record.avi,42,2.100,640,480
scan_record_20260607_163553_204.jpg,scan_record.avi,49,2.450,640,480
scan_record_20260607_163553_227.jpg,scan_record.avi,56,2.800,640,480
scan_record_20260607_163553_250.jpg,scan_record.avi,63,3.150,640,480
scan_record_20260607_163553_273.jpg,scan_record.avi,70,3.500,640,480
scan_record_20260607_163553_296.jpg,scan_record.avi,77,3.850,640,480
scan_record_20260607_163553_320.jpg,scan_record.avi,84,4.200,640,480
scan_record_20260607_163553_342.jpg,scan_record.avi,91,4.550,640,480
scan_record_20260607_163553_365.jpg,scan_record.avi,98,4.900,640,480
scan_record_20260607_163553_390.jpg,scan_record.avi,105,5.250,640,480
scan_record_20260607_163553_412.jpg,scan_record.avi,112,5.600,640,480
scan_record_20260607_163553_436.jpg,scan_record.avi,119,5.950,640,480
scan_record_20260607_163553_460.jpg,scan_record.avi,126,6.300,640,480
scan_record_20260607_163553_484.jpg,scan_record.avi,133,6.650,640,480
scan_record_20260607_163553_508.jpg,scan_record.avi,140,7.000,640,480
scan_record_20260607_163553_532.jpg,scan_record.avi,147,7.350,640,480
scan_record_20260607_163553_556.jpg,scan_record.avi,154,7.700,640,480
scan_record_20260607_163553_580.jpg,scan_record.avi,161,8.050,640,480
scan_record_20260607_163553_604.jpg,scan_record.avi,168,8.400,640,480
scan_record_20260607_163553_628.jpg,scan_record.avi,175,8.750,640,480
scan_record_20260607_163553_655.jpg,scan_record.avi,182,9.100,640,480
scan_record_20260607_163553_679.jpg,scan_record.avi,189,9.450,640,480
scan_record_20260607_163553_702.jpg,scan_record.avi,196,9.800,640,480
scan_record_20260607_163553_725.jpg,scan_record.avi,203,10.150,640,480
scan_record_20260607_163553_748.jpg,scan_record.avi,210,10.500,640,480
scan_record_20260607_163553_771.jpg,scan_record.avi,217,10.850,640,480
scan_record_20260607_163553_793.jpg,scan_record.avi,224,11.200,640,480
scan_record_20260607_163553_816.jpg,scan_record.avi,231,11.550,640,480
scan_record_20260607_163553_840.jpg,scan_record.avi,238,11.900,640,480
scan_record_20260607_163553_863.jpg,scan_record.avi,245,12.250,640,480
scan_record_20260607_163553_886.jpg,scan_record.avi,252,12.600,640,480
scan_record_20260607_163553_908.jpg,scan_record.avi,259,12.950,640,480
scan_record_20260607_163646_066.jpg,scan_record.avi,0,0.000,640,480
scan_record_20260607_163646_090.jpg,scan_record.avi,7,0.350,640,480
scan_record_20260607_163646_113.jpg,scan_record.avi,14,0.700,640,480
scan_record_20260607_163646_137.jpg,scan_record.avi,21,1.050,640,480
scan_record_20260607_163646_161.jpg,scan_record.avi,28,1.400,640,480
scan_record_20260607_163646_183.jpg,scan_record.avi,35,1.750,640,480
scan_record_20260607_163646_206.jpg,scan_record.avi,42,2.100,640,480
scan_record_20260607_163646_228.jpg,scan_record.avi,49,2.450,640,480
scan_record_20260607_163646_250.jpg,scan_record.avi,56,2.800,640,480
scan_record_20260607_163646_272.jpg,scan_record.avi,63,3.150,640,480
scan_record_20260607_163646_296.jpg,scan_record.avi,70,3.500,640,480
scan_record_20260607_163646_318.jpg,scan_record.avi,77,3.850,640,480
